_unit_id,_created_at,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,response_option,challange,correct_option,correct_id,id,option_1,option_2,option_3,option_4,option_5
221864238,11 08 2012 01:34,690023520,11 08 2012 01:33,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",ramble :: walk,drift :: move,ramble :: walk,3,17,sprint :: run,boil :: heat,ramble :: walk,evade :: elude,crawl :: creep
221864238,11 08 2012 01:48,690045076,11 08 2012 01:45,amt,1.0,7869910,USA,,,166.182.3.97,crawl :: creep,drift :: move,ramble :: walk,3,17,sprint :: run,boil :: heat,ramble :: walk,evade :: elude,crawl :: creep
221864238,11 08 2012 02:04,690068663,11 08 2012 02:03,amt,0.2452,13672534,USA,NY,Bronx,74.89.53.157,sprint :: run,drift :: move,ramble :: walk,3,17,sprint :: run,boil :: heat,ramble :: walk,evade :: elude,crawl :: creep
221864238,11 08 2012 02:51,690148120,11 08 2012 02:49,amt,0.3472,13578919,USA,ID,Moscow,76.178.160.9,boil :: heat,drift :: move,ramble :: walk,3,17,sprint :: run,boil :: heat,ramble :: walk,evade :: elude,crawl :: creep
221864242,11 08 2012 01:08,689982576,11 08 2012 01:07,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,part :: whole,quart :: volume,mile :: distance,2,21,day :: night,mile :: distance,decade :: century,friction :: heat,part :: whole
221864242,11 08 2012 01:10,689985314,11 08 2012 01:09,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,mile :: distance,quart :: volume,mile :: distance,2,21,day :: night,mile :: distance,decade :: century,friction :: heat,part :: whole
221864242,11 08 2012 01:14,689992627,11 08 2012 01:14,amt,0.6,1006379,USA,OK,Norman,68.97.2.48,part :: whole,quart :: volume,mile :: distance,2,21,day :: night,mile :: distance,decade :: century,friction :: heat,part :: whole
221864242,11 08 2012 01:17,689996954,11 08 2012 01:15,amt,1.0,7869910,USA,,,166.182.3.241,day :: night,quart :: volume,mile :: distance,2,21,day :: night,mile :: distance,decade :: century,friction :: heat,part :: whole
221864242,11 08 2012 01:21,690003360,11 08 2012 01:21,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",mile :: distance,quart :: volume,mile :: distance,2,21,day :: night,mile :: distance,decade :: century,friction :: heat,part :: whole
221864242,11 08 2012 01:30,690017383,11 08 2012 01:27,amt,0.62,5751985,USA,AZ,Tucson,174.18.80.122,mile :: distance,quart :: volume,mile :: distance,2,21,day :: night,mile :: distance,decade :: century,friction :: heat,part :: whole
221864242,11 08 2012 01:31,690018186,11 08 2012 01:29,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,mile :: distance,quart :: volume,mile :: distance,2,21,day :: night,mile :: distance,decade :: century,friction :: heat,part :: whole
221864242,11 08 2012 01:47,690044514,11 08 2012 01:46,amt,0.3964,13440320,USA,MN,Saint Cloud,24.179.179.65,mile :: distance,quart :: volume,mile :: distance,2,21,day :: night,mile :: distance,decade :: century,friction :: heat,part :: whole
221864244,11 08 2012 01:02,689975495,11 08 2012 01:01,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,corrosive :: iron,abrasive :: skin,corrosive :: iron,4,23,flammable :: fire,resilient :: shock,soluble :: water,corrosive :: iron,responsive :: stimulus
221864244,11 08 2012 01:08,689982913,11 08 2012 01:07,amt,1.0,9054964,USA,TX,San Antonio,71.20.90.152,corrosive :: iron,abrasive :: skin,corrosive :: iron,4,23,flammable :: fire,resilient :: shock,soluble :: water,corrosive :: iron,responsive :: stimulus
221864244,11 08 2012 01:14,689992569,11 08 2012 01:12,amt,0.5367,752230,USA,SC,Simpsonville,97.81.193.171,soluble :: water,abrasive :: skin,corrosive :: iron,4,23,flammable :: fire,resilient :: shock,soluble :: water,corrosive :: iron,responsive :: stimulus
221864244,11 08 2012 01:20,690000812,11 08 2012 01:20,amt,0.6,1006379,USA,OK,Norman,68.97.2.48,soluble :: water,abrasive :: skin,corrosive :: iron,4,23,flammable :: fire,resilient :: shock,soluble :: water,corrosive :: iron,responsive :: stimulus
221864244,11 08 2012 01:21,690003131,11 08 2012 01:19,amt,1.0,7869910,USA,,,166.182.3.55,soluble :: water,abrasive :: skin,corrosive :: iron,4,23,flammable :: fire,resilient :: shock,soluble :: water,corrosive :: iron,responsive :: stimulus
221864244,11 08 2012 01:31,690018187,11 08 2012 01:29,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,corrosive :: iron,abrasive :: skin,corrosive :: iron,4,23,flammable :: fire,resilient :: shock,soluble :: water,corrosive :: iron,responsive :: stimulus
221864244,11 08 2012 01:36,690027513,11 08 2012 01:35,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",corrosive :: iron,abrasive :: skin,corrosive :: iron,4,23,flammable :: fire,resilient :: shock,soluble :: water,corrosive :: iron,responsive :: stimulus
221864244,11 08 2012 02:07,690072419,11 08 2012 02:06,amt,0.2452,13672534,USA,NY,Bronx,74.89.53.157,flammable :: fire,abrasive :: skin,corrosive :: iron,4,23,flammable :: fire,resilient :: shock,soluble :: water,corrosive :: iron,responsive :: stimulus
221864245,11 08 2012 01:06,689979755,11 08 2012 01:05,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,bank :: stream,canal :: waterway,reservoir :: lake,5,24,skyline :: city,bank :: stream,hub :: wheel,dam :: river,reservoir :: lake
221864245,11 08 2012 01:13,689990668,11 08 2012 01:11,amt,1.0,7869910,USA,,,166.182.3.213,hub :: wheel,canal :: waterway,reservoir :: lake,5,24,skyline :: city,bank :: stream,hub :: wheel,dam :: river,reservoir :: lake
221864245,11 08 2012 01:14,689992629,11 08 2012 01:14,amt,0.6,1006379,USA,OK,Norman,68.97.2.48,bank :: stream,canal :: waterway,reservoir :: lake,5,24,skyline :: city,bank :: stream,hub :: wheel,dam :: river,reservoir :: lake
221864245,11 08 2012 01:20,690000883,11 08 2012 01:19,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,reservoir :: lake,canal :: waterway,reservoir :: lake,5,24,skyline :: city,bank :: stream,hub :: wheel,dam :: river,reservoir :: lake
221864245,11 08 2012 01:21,690003361,11 08 2012 01:21,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",reservoir :: lake,canal :: waterway,reservoir :: lake,5,24,skyline :: city,bank :: stream,hub :: wheel,dam :: river,reservoir :: lake
221864245,11 08 2012 01:27,690012037,11 08 2012 01:25,amt,0.62,5751985,USA,AZ,Tucson,174.18.80.122,reservoir :: lake,canal :: waterway,reservoir :: lake,5,24,skyline :: city,bank :: stream,hub :: wheel,dam :: river,reservoir :: lake
221864245,11 08 2012 01:40,690033519,11 08 2012 01:39,amt,0.5893,180534,USA,TX,Groves,68.206.34.74,reservoir :: lake,canal :: waterway,reservoir :: lake,5,24,skyline :: city,bank :: stream,hub :: wheel,dam :: river,reservoir :: lake
221864245,11 08 2012 02:03,690067027,11 08 2012 01:46,amt,0.604,5160552,USA,NY,Brooklyn,"71,183,179,247",reservoir :: lake,canal :: waterway,reservoir :: lake,5,24,skyline :: city,bank :: stream,hub :: wheel,dam :: river,reservoir :: lake
221864245,11 08 2012 02:03,690067459,11 08 2012 02:02,amt,0.2452,13672534,USA,NY,Bronx,74.89.53.157,reservoir :: lake,canal :: waterway,reservoir :: lake,5,24,skyline :: city,bank :: stream,hub :: wheel,dam :: river,reservoir :: lake
221864247,11 08 2012 01:10,689986551,11 08 2012 01:10,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,serene :: tranquillity,foolhardy :: recklessness,serene :: tranquillity,2,26,defiant :: complacency,serene :: tranquillity,precious :: worthlessness,sociable :: antagonism,lucky :: persistence
221864247,11 08 2012 01:13,689991538,11 08 2012 01:12,amt,0.8,996867,USA,CA,Agoura Hills,75.63.29.138,serene :: tranquillity,foolhardy :: recklessness,serene :: tranquillity,2,26,defiant :: complacency,serene :: tranquillity,precious :: worthlessness,sociable :: antagonism,lucky :: persistence
221864247,11 08 2012 01:15,689993369,11 08 2012 01:13,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,lucky :: persistence,foolhardy :: recklessness,serene :: tranquillity,2,26,defiant :: complacency,serene :: tranquillity,precious :: worthlessness,sociable :: antagonism,lucky :: persistence
221864247,11 08 2012 01:17,689996652,11 08 2012 01:13,amt,0.53,12861958,USA,IN,Evansville,"74,133,114,156",serene :: tranquillity,foolhardy :: recklessness,serene :: tranquillity,2,26,defiant :: complacency,serene :: tranquillity,precious :: worthlessness,sociable :: antagonism,lucky :: persistence
221864247,11 08 2012 01:22,690004244,11 08 2012 01:21,amt,0.8667,9534097,USA,TN,Murfreesboro,174.50.238.118,serene :: tranquillity,foolhardy :: recklessness,serene :: tranquillity,2,26,defiant :: complacency,serene :: tranquillity,precious :: worthlessness,sociable :: antagonism,lucky :: persistence
221864247,11 08 2012 01:27,690011439,11 08 2012 01:23,amt,1.0,7869910,USA,,,166.182.3.173,defiant :: complacency,foolhardy :: recklessness,serene :: tranquillity,2,26,defiant :: complacency,serene :: tranquillity,precious :: worthlessness,sociable :: antagonism,lucky :: persistence
221864247,11 08 2012 01:33,690021876,11 08 2012 01:32,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",defiant :: complacency,foolhardy :: recklessness,serene :: tranquillity,2,26,defiant :: complacency,serene :: tranquillity,precious :: worthlessness,sociable :: antagonism,lucky :: persistence
221864247,11 08 2012 02:05,690070184,11 08 2012 02:04,amt,0.2452,13672534,USA,NY,Bronx,74.89.53.157,precious :: worthlessness,foolhardy :: recklessness,serene :: tranquillity,2,26,defiant :: complacency,serene :: tranquillity,precious :: worthlessness,sociable :: antagonism,lucky :: persistence
221864247,11/14/2012 05:25:34,701398773,11/14/2012 05:22:59,amt,0.219,13862171,USA,GA,Hogansville,24.181.72.57,lucky :: persistence,foolhardy :: recklessness,serene :: tranquillity,2,26,defiant :: complacency,serene :: tranquillity,precious :: worthlessness,sociable :: antagonism,lucky :: persistence
221864248,11 08 2012 01:04,689977832,11 08 2012 01:03,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",purify :: contaminated,emend :: faulty,purify :: contaminated,4,27,recruit :: competent,fracture :: separable,renovate :: habitable,purify :: contaminated,reproduce :: copied
221864248,11 08 2012 01:05,689978561,11 08 2012 01:03,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,renovate :: habitable,emend :: faulty,purify :: contaminated,4,27,recruit :: competent,fracture :: separable,renovate :: habitable,purify :: contaminated,reproduce :: copied
221864248,11 08 2012 01:07,689981786,11 08 2012 01:06,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,purify :: contaminated,emend :: faulty,purify :: contaminated,4,27,recruit :: competent,fracture :: separable,renovate :: habitable,purify :: contaminated,reproduce :: copied
221864248,11 08 2012 01:12,689988483,11 08 2012 01:11,amt,0.8,996867,USA,CA,Agoura Hills,75.63.29.138,fracture :: separable,emend :: faulty,purify :: contaminated,4,27,recruit :: competent,fracture :: separable,renovate :: habitable,purify :: contaminated,reproduce :: copied
221864248,11 08 2012 01:29,690014761,11 08 2012 01:27,amt,1.0,7869910,USA,,,166.182.3.120,purify :: contaminated,emend :: faulty,purify :: contaminated,4,27,recruit :: competent,fracture :: separable,renovate :: habitable,purify :: contaminated,reproduce :: copied
221864248,11 08 2012 01:36,690027518,11 08 2012 01:35,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",purify :: contaminated,emend :: faulty,purify :: contaminated,4,27,recruit :: competent,fracture :: separable,renovate :: habitable,purify :: contaminated,reproduce :: copied
221864248,11 08 2012 01:50,690049507,11 08 2012 01:47,amt,0.3964,13440320,USA,MN,Saint Cloud,24.179.179.65,purify :: contaminated,emend :: faulty,purify :: contaminated,4,27,recruit :: competent,fracture :: separable,renovate :: habitable,purify :: contaminated,reproduce :: copied
221864248,11 08 2012 01:53,690052756,11 08 2012 01:50,amt,1.0,7869910,USA,,,166.182.3.124,purify :: contaminated,emend :: faulty,purify :: contaminated,4,27,recruit :: competent,fracture :: separable,renovate :: habitable,purify :: contaminated,reproduce :: copied
221864249,11 08 2012 01:04,689977252,11 08 2012 01:03,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,adversary :: opposition,neighbor :: proximity,adversary :: opposition,3,28,supervisor :: obedience,comrade :: victory,adversary :: opposition,traitor :: loyalty,teammate :: competitiveness
221864249,11 08 2012 01:04,689977828,11 08 2012 01:03,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",supervisor :: obedience,neighbor :: proximity,adversary :: opposition,3,28,supervisor :: obedience,comrade :: victory,adversary :: opposition,traitor :: loyalty,teammate :: competitiveness
221864249,11 08 2012 01:05,689978558,11 08 2012 01:03,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,supervisor :: obedience,neighbor :: proximity,adversary :: opposition,3,28,supervisor :: obedience,comrade :: victory,adversary :: opposition,traitor :: loyalty,teammate :: competitiveness
221864249,11 08 2012 01:05,689979411,11 08 2012 01:04,amt,0.9,107100,USA,TX,Big Spring,75.110.242.38,adversary :: opposition,neighbor :: proximity,adversary :: opposition,3,28,supervisor :: obedience,comrade :: victory,adversary :: opposition,traitor :: loyalty,teammate :: competitiveness
221864249,11 08 2012 01:12,689988479,11 08 2012 01:11,amt,0.8,996867,USA,CA,Agoura Hills,75.63.29.138,adversary :: opposition,neighbor :: proximity,adversary :: opposition,3,28,supervisor :: obedience,comrade :: victory,adversary :: opposition,traitor :: loyalty,teammate :: competitiveness
221864249,11 08 2012 01:19,689999064,11 08 2012 01:18,amt,0.6,1006379,USA,OK,Norman,68.97.2.48,adversary :: opposition,neighbor :: proximity,adversary :: opposition,3,28,supervisor :: obedience,comrade :: victory,adversary :: opposition,traitor :: loyalty,teammate :: competitiveness
221864249,11 08 2012 01:29,690014757,11 08 2012 01:27,amt,1.0,7869910,USA,,,166.182.3.120,supervisor :: obedience,neighbor :: proximity,adversary :: opposition,3,28,supervisor :: obedience,comrade :: victory,adversary :: opposition,traitor :: loyalty,teammate :: competitiveness
221864249,11 08 2012 02:07,690072415,11 08 2012 02:06,amt,0.2452,13672534,USA,NY,Bronx,74.89.53.157,traitor :: loyalty,neighbor :: proximity,adversary :: opposition,3,28,supervisor :: obedience,comrade :: victory,adversary :: opposition,traitor :: loyalty,teammate :: competitiveness
221864250,11 08 2012 01:05,689978496,11 08 2012 01:04,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,lobbyist :: persuade,heckler :: disconcert,lobbyist :: persuade,5,29,outcast :: exclude,firebrand :: soothe,performer :: applaud,monarch :: depose,lobbyist :: persuade
221864250,11 08 2012 01:13,689990667,11 08 2012 01:11,amt,1.0,7869910,USA,,,166.182.3.213,outcast :: exclude,heckler :: disconcert,lobbyist :: persuade,5,29,outcast :: exclude,firebrand :: soothe,performer :: applaud,monarch :: depose,lobbyist :: persuade
221864250,11 08 2012 01:24,690006885,11 08 2012 01:23,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,performer :: applaud,heckler :: disconcert,lobbyist :: persuade,5,29,outcast :: exclude,firebrand :: soothe,performer :: applaud,monarch :: depose,lobbyist :: persuade
221864250,11 08 2012 01:26,690010472,11 08 2012 01:25,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,outcast :: exclude,heckler :: disconcert,lobbyist :: persuade,5,29,outcast :: exclude,firebrand :: soothe,performer :: applaud,monarch :: depose,lobbyist :: persuade
221864250,11 08 2012 01:27,690012302,11 08 2012 01:23,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",lobbyist :: persuade,heckler :: disconcert,lobbyist :: persuade,5,29,outcast :: exclude,firebrand :: soothe,performer :: applaud,monarch :: depose,lobbyist :: persuade
221864250,11 08 2012 01:31,690018183,11 08 2012 01:29,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,lobbyist :: persuade,heckler :: disconcert,lobbyist :: persuade,5,29,outcast :: exclude,firebrand :: soothe,performer :: applaud,monarch :: depose,lobbyist :: persuade
221864250,11 08 2012 01:50,690049504,11 08 2012 01:47,amt,0.3964,13440320,USA,MN,Saint Cloud,24.179.179.65,lobbyist :: persuade,heckler :: disconcert,lobbyist :: persuade,5,29,outcast :: exclude,firebrand :: soothe,performer :: applaud,monarch :: depose,lobbyist :: persuade
221864250,11 08 2012 01:53,690052748,11 08 2012 01:50,amt,1.0,7869910,USA,,,166.182.3.124,outcast :: exclude,heckler :: disconcert,lobbyist :: persuade,5,29,outcast :: exclude,firebrand :: soothe,performer :: applaud,monarch :: depose,lobbyist :: persuade
221864251,11 08 2012 01:05,689978497,11 08 2012 01:04,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,emigrate :: travel,veer :: course,digress :: subject,5,30,swerve :: obstacle,blaze :: paint,bar :: door,emigrate :: travel,digress :: subject
221864251,11 08 2012 01:06,689980895,11 08 2012 01:06,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,emigrate :: travel,veer :: course,digress :: subject,5,30,swerve :: obstacle,blaze :: paint,bar :: door,emigrate :: travel,digress :: subject
221864251,11 08 2012 01:18,689997488,11 08 2012 01:17,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",digress :: subject,veer :: course,digress :: subject,5,30,swerve :: obstacle,blaze :: paint,bar :: door,emigrate :: travel,digress :: subject
221864251,11 08 2012 01:18,689998345,11 08 2012 01:18,amt,0.8,996867,USA,CA,Agoura Hills,75.63.29.138,swerve :: obstacle,veer :: course,digress :: subject,5,30,swerve :: obstacle,blaze :: paint,bar :: door,emigrate :: travel,digress :: subject
