indolent assiduous normal mean 1 X X X medium
indolent assiduous powerful omnipotent 1 X X X medium
indolent assiduous abstemious overindulgent 5 X X X medium
indolent assiduous rife vogue 1 X X X medium
indolent assiduous beneficial strong 1 X X X medium
strident sound fragrant flower 1 X X X hard
strident sound acrid taste 5 X X X hard
strident sound outdated book 1 X X X hard
strident sound adjusted clock 1 X X X hard
strident sound broken glass 1 X X X hard
rehearsal impromptu selection decisive 1 X X X hard
rehearsal impromptu food alive 1 X X X hard
rehearsal impromptu promotion public 1 X X X hard
rehearsal impromptu comment eulogize 1 X X X hard
rehearsal impromptu congregation alone 5 X X X hard
lynch execute interrogate prosecute 1 X X X hard
lynch execute deface kill 1 X X X hard
lynch execute testify subpoena 1 X X X hard
lynch execute good bad 1 X X X hard
lynch execute steal confiscate 5 X X X hard
fathom depth amplify volume 1 X X X advanced
fathom depth overflow capacity 1 X X X advanced
fathom depth appraise value 5 X X X advanced
fathom depth stump answer 1 X X X advanced
fathom depth weigh scale 1 X X X advanced
audible blaring silent loud 1 X X X medium
audible blaring annoying obnoxious 5 X X X medium
audible blaring clear ostentatious 1 X X X medium
audible blaring legible published 1 X X X medium
audible blaring edible poisonous 1 X X X medium
insubordination punishment evening night 1 X X X medium
insubordination punishment earthquake tornado 1 X X X medium
insubordination punishment candor falsehood 1 X X X medium
insubordination punishment heroism praise 5 X X X medium
insubordination punishment fine penalty 1 X X X medium
enthusiast fervor soldier strength 1 X X X medium
enthusiast fervor prisoner remorse 1 X X X medium
enthusiast fervor expert skill 5 X X X medium
enthusiast fervor servant obedience 1 X X X medium
enthusiast fervor parent wisdom 1 X X X medium
novice experience pauper wealth 5 X X X medium
novice experience vehicle wheels 1 X X X medium
novice experience drop out 1 X X X medium
novice experience weather mutability 1 X X X medium
novice experience nurse information 1 X X X medium
talisman charm omen evil 1 X X X advanced
talisman charm garb rank 1 X X X advanced
talisman charm signal warning 1 X X X advanced
talisman charm visage countenance 5 X X X advanced
talisman charm hate love 1 X X X advanced
progenitor descendant stem leaves 1 X X X easy
progenitor descendant teacher student 1 X X X easy
progenitor descendant mother aunt 1 X X X easy
progenitor descendant cloud rain 1 X X X easy
progenitor descendant parent offspring 5 X X X easy
dearth abundance retribution infamy 1 X X X hard
dearth abundance death funeral 1 X X X hard
dearth abundance poverty wealth 5 X X X hard
dearth abundance contempt anger 1 X X X hard
dearth abundance ruse plan 1 X X X hard
eminence infamy power fame 1 X X X advanced
eminence infamy east west 1 X X X advanced
eminence infamy indifference nonchalance 1 X X X advanced
eminence infamy pride shame 5 X X X advanced
eminence infamy royalty nobility 1 X X X advanced
vivid lurid effectual able 1 X X X advanced
vivid lurid expensive exorbitant 5 X X X advanced
vivid lurid ghastly gruesome 1 X X X advanced
vivid lurid conspicuous sullied 1 X X X advanced
vivid lurid bold tremulous 1 X X X advanced
caprice predictable indifference callous 1 X X X hard
caprice predictable caution reckless 5 X X X hard
caprice predictable concern affectionate 1 X X X hard
caprice predictable friendliness congenial 1 X X X hard
caprice predictable spontaneity whimsical 1 X X X hard
precarious stability cantankerous testiness 1 X X X hard
precarious stability ornamental flourishes 1 X X X hard
precarious stability susceptible resistance 5 X X X hard
precarious stability flexible strength 1 X X X hard
precarious stability conclusive results 1 X X X hard
quack doctor charlatan impostor 1 X X X medium
quack doctor pretender monarch 5 X X X medium
quack doctor defendant prosecutor 1 X X X medium
quack doctor arbitrator judge 1 X X X medium
quack doctor professional amateur 1 X X X medium
hapless lucky focused attentive 1 X X X hard
hapless lucky rash prudent 5 X X X hard
hapless lucky considerate angry 1 X X X hard
hapless lucky controversial argumentative 1 X X X hard
hapless lucky fortunate complacent 1 X X X hard
acquit charge accuse offense 1 X X X advanced
acquit charge punish reward 1 X X X advanced
acquit charge extricate freedom 1 X X X advanced
acquit charge camouflage identity 1 X X X advanced
acquit charge rescue danger 5 X X X advanced
judicious prudence deferential scorn 1 X X X advanced
judicious prudence malevolent influence 1 X X X advanced
judicious prudence indomitable defeat 1 X X X advanced
judicious prudence stoic hardship 1 X X X advanced
judicious prudence frivolous giddiness 5 X X X advanced
lethargic energy contrived plot 1 X X X advanced
lethargic energy desultory direction 5 X X X advanced
lethargic energy durable structure 1 X X X advanced
lethargic energy frenetic activity 1 X X X advanced
lethargic energy dejected sympathy 1 X X X advanced
elastic flexible diamond hard 5 X X X easy
elastic flexible ocean nautical 1 X X X easy
elastic flexible iron rusty 1 X X X easy
elastic flexible sandpaper smooth 1 X X X easy
elastic flexible water irrigated 1 X X X easy
unnerve composure deviate individuality 1 X X X easy
unnerve composure corrupt purity 5 X X X easy
unnerve composure judge verdict 1 X X X easy
unnerve composure shock amazement 1 X X X easy
unnerve composure threaten attack 1 X X X easy
overexertion fatigue exemption participation 1 X X X hard
overexertion fatigue injury pain 5 X X X hard
overexertion fatigue labor recreation 1 X X X hard
overexertion fatigue immunity disease 1 X X X hard
overexertion fatigue transformation deterioration 1 X X X hard
encourage coerce implement accomplish 1 X X X hard
encourage coerce suggest command 5 X X X hard
encourage coerce hinder facilitate 1 X X X hard
encourage coerce filter separate 1 X X X hard
encourage coerce oppose disagree 1 X X X hard
bungler finesse athlete prowess 1 X X X hard
bungler finesse thief felony 1 X X X hard
bungler finesse gossip reserve 5 X X X hard
bungler finesse preacher oratory 1 X X X hard
bungler finesse gourmet cuisine 1 X X X hard
drapery fabric fireplace wood 1 X X X medium
drapery fabric curtain stage 1 X X X medium
drapery fabric shutter light 1 X X X medium
drapery fabric sieve liquid 1 X X X medium
drapery fabric window glass 5 X X X medium
best seller anthology poem 1 X X X easy
best seller rave critic 1 X X X easy
best seller collector painting 1 X X X easy
best seller performance play 1 X X X easy
best seller hit song 5 X X X easy
excitement frenzy communication signal 1 X X X medium
excitement frenzy strength resistance 1 X X X medium
excitement frenzy surprise astonishment 5 X X X medium
excitement frenzy reform corruption 1 X X X medium
excitement frenzy fondness hatred 1 X X X medium
magnify appearance rectify error 1 X X X medium
magnify appearance augment reduction 1 X X X medium
magnify appearance probe feeling 1 X X X medium
magnify appearance amplify volume 5 X X X medium
magnify appearance distort image 1 X X X medium
pedestrian walks soldier obeys 1 X X X medium
pedestrian walks runner stretches 1 X X X medium
pedestrian walks dentist drills 1 X X X medium
pedestrian walks bicyclist brakes 1 X X X medium
pedestrian walks motorist drives 5 X X X medium
song repertoire score melody 1 X X X hard
song repertoire instrument artist 1 X X X hard
song repertoire solo chorus 1 X X X hard
song repertoire benediction church 1 X X X hard
song repertoire suit wardrobe 5 X X X hard
courier message soldier battle 1 X X X easy
courier message student knowledge 1 X X X easy
courier message prophet revelation 5 X X X easy
courier message judge law 1 X X X easy
courier message athlete prowess 1 X X X easy
crumb bread ounce unit 1 X X X medium
crumb bread splinter wood 5 X X X medium
crumb bread water bucket 1 X X X medium
crumb bread twine rope 1 X X X medium
crumb bread cream butter 1 X X X medium
overcoat warmth glove hand 1 X X X medium
overcoat warmth jewelry wealth 1 X X X medium
overcoat warmth slicker moisture 1 X X X medium
overcoat warmth disguise identification 1 X X X medium
overcoat warmth helmet protection 5 X X X medium
immaculate clean enormous large 5 X X X medium
immaculate clean superficial careful 1 X X X medium
immaculate clean tiresome bored 1 X X X medium
immaculate clean precious greedy 1 X X X medium
immaculate clean obvious deceptive 1 X X X medium
scene act outline book 1 X X X medium
scene act line stanza 5 X X X medium
scene act accent stress 1 X X X medium
scene act rhyme sound 1 X X X medium
scene act palette painting 1 X X X medium
traffic street ship gangplank 1 X X X hard
traffic street crop harvest 1 X X X hard
traffic street car garage 1 X X X hard
traffic street pedestrians feet 1 X X X hard
traffic street water riverbed 5 X X X hard
mortar brick sap tree 1 X X X medium
mortar brick siding house 1 X X X medium
mortar brick glue paper 5 X X X medium
mortar brick core apple 1 X X X medium
mortar brick oil engine 1 X X X medium
avenge wrong reciprocate favor 5 X X X hard
avenge wrong compete contest 1 X X X hard
avenge wrong ponder decision 1 X X X hard
avenge wrong relegate position 1 X X X hard
avenge wrong decree religion 1 X X X hard
arboretum botanical farm domesticated 1 X X X medium
arboretum botanical planetarium artificial 1 X X X medium
arboretum botanical university academic 1 X X X medium
arboretum botanical aquarium marine 5 X X X medium
arboretum botanical gymnasium athletic 1 X X X medium
fame celebrity diploma graduation 1 X X X medium
fame celebrity vacation employee 1 X X X medium
fame celebrity value treasure 5 X X X medium
fame celebrity actor theater 1 X X X medium
fame celebrity laughter joke 1 X X X medium
squall wind blizzard winter 1 X X X advanced
squall wind spark flame 1 X X X advanced
squall wind desert sand 1 X X X advanced
squall wind cloudburst rain 5 X X X advanced
squall wind snow drift 1 X X X advanced
frighten skittish despise pleasant 1 X X X hard
frighten skittish swindle gullible 5 X X X hard
frighten skittish parole guilty 1 X X X hard
frighten skittish caution watchful 1 X X X hard
frighten skittish shock abrupt 1 X X X hard
puppeteer marionette teacher textbook 1 X X X hard
puppeteer marionette ballerina leotard 1 X X X hard
puppeteer marionette hypnotist subject 5 X X X hard
puppeteer marionette lawyer criminal 1 X X X hard
puppeteer marionette manager baseball 1 X X X hard
pallid color vital energy 1 X X X hard
pallid color parched moisture 5 X X X hard
pallid color restrained limit 1 X X X hard
pallid color measured quantity 1 X X X hard
pallid color deliberate intention 1 X X X hard
scapegoat blame ingrate gratitude 1 X X X easy
scapegoat blame apprentice skill 1 X X X easy
scapegoat blame trickster honesty 1 X X X easy
scapegoat blame truant education 1 X X X easy
scapegoat blame effigy hatred 5 X X X easy
atrophy withered contamination impure 5 X X X hard
atrophy withered putrefaction preserved 1 X X X hard
atrophy withered replication completed 1 X X X hard
atrophy withered inflation reduced 1 X X X hard
atrophy withered destruction violent 1 X X X hard
adult child horse mare 1 X X X easy
adult child cat kitten 5 X X X easy
adult child swine sow 1 X X X easy
adult child human animal 1 X X X easy
adult child cow herd 1 X X X easy
mansion residence limousine automobile 5 X X X easy
mansion residence chandelier candle 1 X X X easy
mansion residence tuxedo wardrobe 1 X X X easy
mansion residence diamond rhinestone 1 X X X easy
mansion residence yacht harbor 1 X X X easy
envelope letter scarf hat 1 X X X medium
envelope letter box bag 1 X X X medium
envelope letter crate produce 5 X X X medium
envelope letter neck head 1 X X X medium
envelope letter blood heart 1 X X X medium
choreography dance ceremony sermon 1 X X X hard
choreography dance agenda advertisement 1 X X X hard
choreography dance poetry recitation 1 X X X hard
choreography dance instrumentation conductor 1 X X X hard
choreography dance plot story 5 X X X hard
overdose prescription deprivation materialism 1 X X X advanced
overdose prescription indiscretion convention 5 X X X advanced
overdose prescription affliction sympathy 1 X X X advanced
overdose prescription adventure expedition 1 X X X advanced
overdose prescription drug medicine 1 X X X advanced
evaporate vapor petrify stone 5 X X X hard
evaporate vapor centrifuge liquid 1 X X X hard
evaporate vapor saturate fluid 1 X X X hard
evaporate vapor corrode acid 1 X X X hard
evaporate vapor incinerate fire 1 X X X hard
mercenary money vindictive revenge 5 X X X advanced
mercenary money scholarly library 1 X X X advanced
mercenary money immaculate cleanliness 1 X X X advanced
mercenary money thirsty water 1 X X X advanced
mercenary money belligerent invasion 1 X X X advanced
drift move sprint run 1 X X X advanced
drift move boil heat 1 X X X advanced
drift move ramble walk 5 X X X advanced
drift move evade elude 1 X X X advanced
drift move crawl creep 1 X X X advanced
hammer anvil knocker door 1 X X X hard
hammer anvil stick gong 1 X X X hard
hammer anvil hand drum 1 X X X hard
hammer anvil pestle mortar 5 X X X hard
hammer anvil gavel lectern 1 X X X hard
numb insensible reflect luminous 1 X X X advanced
numb insensible burnish lustrous 5 X X X advanced
numb insensible heckle raucous 1 X X X advanced
numb insensible repulse odious 1 X X X advanced
numb insensible braid sinuous 1 X X X advanced
exorbitant moderation dispassionate equanimity 1 X X X hard
exorbitant moderation macabre interest 1 X X X hard
exorbitant moderation perfidious loyalty 5 X X X hard
exorbitant moderation brilliant gullibility 1 X X X hard
exorbitant moderation lavish extravagance 1 X X X hard
troubled distraught annoyed disillusioned 1 X X X advanced
troubled distraught disturbed interrupted 1 X X X advanced
troubled distraught covetous rapacious 5 X X X advanced
troubled distraught outmoded ostentatious 1 X X X advanced
troubled distraught tranquil placid 1 X X X advanced
vertigo dizzy temperature virus 1 X X X hard
vertigo dizzy influenza feverish 5 X X X hard
vertigo dizzy fear heights 1 X X X hard
vertigo dizzy illness germs 1 X X X hard
vertigo dizzy no choice 1 X X X hard
indigenous native new used 1 X X X easy
indigenous native alien foreign 5 X X X easy
indigenous native aged wrinkled 1 X X X easy
indigenous native immigrate exodus 1 X X X easy
indigenous native no choice 1 X X X easy
palatable toothsome rancid fragrant 1 X X X hard
palatable toothsome chewy textured 1 X X X hard
palatable toothsome coarse rough 5 X X X hard
palatable toothsome solitude company 1 X X X hard
palatable toothsome no choice 1 X X X hard
paint canvas brush bucket 1 X X X advanced
paint canvas peanut butter 5 X X X advanced
paint canvas clock time 1 X X X advanced
paint canvas art life 1 X X X advanced
paint canvas no choice 1 X X X advanced
seedy elegant posh sumptuous 1 X X X advanced
seedy elegant luxurious spare 5 X X X advanced
seedy elegant moneyed frugal 1 X X X advanced
seedy elegant rich poor 1 X X X advanced
seedy elegant no choice 1 X X X advanced
bungalow domicile castle turret 1 X X X medium
bungalow domicile bathroom sink 1 X X X medium
bungalow domicile chair furniture 5 X X X medium
bungalow domicile apartment rent 1 X X X medium
bungalow domicile no choice 1 X X X medium
devour consume abhor dislike 5 X X X advanced
devour consume reject despise 1 X X X advanced
devour consume praise lavish 1 X X X advanced
devour consume ingest reject 1 X X X advanced
devour consume no choice 1 X X X advanced
tentacle octopus oak tree 1 X X X easy
tentacle octopus tendril vine 5 X X X easy
tentacle octopus rat vermin 1 X X X easy
tentacle octopus meow cat 1 X X X easy
tentacle octopus no choice 1 X X X easy
submit subordinate loud cacophony 1 X X X advanced
submit subordinate rebel solitude 1 X X X advanced
submit subordinate secede autonomous 5 X X X advanced
submit subordinate inferior dominant 1 X X X advanced
submit subordinate no choice 1 X X X advanced
beagle dog africa continent 5 X X X easy
beagle dog meow cat 1 X X X easy
beagle dog barnyard farm 1 X X X easy
beagle dog picnic basket 1 X X X easy
beagle dog no choice 1 X X X easy
indigence opulence isolation solitude 1 X X X hard
indigence opulence inflated exaggerated 1 X X X hard
indigence opulence willful oblivious 1 X X X hard
indigence opulence infirmity strength 5 X X X hard
indigence opulence no choice 1 X X X hard
mentor guide prophet predict 5 X X X medium
mentor guide instructor discipline 1 X X X medium
mentor guide tyrant relentless 1 X X X medium
mentor guide citizen unique 1 X X X medium
mentor guide no choice 1 X X X medium
haiku poem song musician 1 X X X easy
haiku poem novel book 5 X X X easy
haiku poem artist painting 1 X X X easy
haiku poem page typeface 1 X X X easy
haiku poem no choice 1 X X X easy
dynamic static movement fluidity 1 X X X hard
dynamic static inherent extrinsic 5 X X X hard
dynamic static border threshold 1 X X X hard
dynamic static permission allowance 1 X X X hard
dynamic static no choice 1 X X X hard
sword sheath knife stone 1 X X X easy
sword sheath tool garage 1 X X X easy
sword sheath pistol holster 5 X X X easy
sword sheath gun bullet 1 X X X easy
sword sheath no choice 1 X X X easy
paleontologist tyrannosaurus botanist capsicum 5 X X X medium
paleontologist tyrannosaurus professor student 1 X X X medium
paleontologist tyrannosaurus agriculturist dairy 1 X X X medium
paleontologist tyrannosaurus priest religion 1 X X X medium
paleontologist tyrannosaurus no choice 1 X X X medium
food hunger love loneliness 5 X X X advanced
food hunger ginseng energy 1 X X X advanced
food hunger antiseptic wound 1 X X X advanced
food hunger anodyne pain 1 X X X advanced
food hunger no choice 1 X X X advanced
crowbar pry rod trout 1 X X X medium
crowbar pry pencil draw 5 X X X medium
crowbar pry nail hammer 1 X X X medium
crowbar pry telescope star 1 X X X medium
crowbar pry no choice 1 X X X medium
ream paper stack brick 1 X X X hard
ream paper cord wood 5 X X X hard
ream paper barrel oil 1 X X X hard
ream paper bushel apple 1 X X X hard
ream paper no choice 1 X X X hard
fond doting polite servile 1 X X X hard
fond doting whisper scream 1 X X X hard
fond doting grasping needy 5 X X X hard
fond doting abstinent indulgent 1 X X X hard
fond doting no choice 1 X X X hard
eagle bird halibut salmon 1 X X X easy
eagle bird beak feather 1 X X X easy
eagle bird deer fawn 1 X X X easy
eagle bird beagle dog 5 X X X easy
eagle bird egg chick 1 X X X easy
worry panic brain intelligence 1 X X X easy
worry panic happiness bliss 5 X X X easy
worry panic smile anger 1 X X X easy
worry panic agenda list 1 X X X easy
worry panic clock time 1 X X X easy
birds wings moose antlers 1 X X X hard
birds wings camel hump 1 X X X hard
birds wings spider legs 5 X X X hard
birds wings alligator tail 1 X X X hard
birds wings cat whiskers 1 X X X hard
pebble rock mountain peak 1 X X X medium
pebble rock gravel driveway 1 X X X medium
pebble rock sand desert 1 X X X medium
pebble rock minnow fish 5 X X X medium
pebble rock melon fruit 1 X X X medium
livid angry vital wary 1 X X X medium
livid angry effusive emotional 5 X X X medium
livid angry vain beautiful 1 X X X medium
livid angry resolute weak 1 X X X medium
livid angry old modern 1 X X X medium
saunter walk snore sleep 1 X X X medium
saunter walk drawl speak 5 X X X medium
saunter walk throw toss 1 X X X medium
saunter walk ladle brush 1 X X X medium
saunter walk finish end 1 X X X medium
word language paint portrait 1 X X X easy
word language poetry rhythm 1 X X X easy
word language note music 5 X X X easy
word language tale story 1 X X X easy
word language week year 1 X X X easy
alligator reptile fish school 1 X X X easy
alligator reptile lion cat 5 X X X easy
alligator reptile wolf sheep 1 X X X easy
alligator reptile cub bear 1 X X X easy
alligator reptile dog bone 1 X X X easy
cherry fruit flour bread 1 X X X medium
cherry fruit knife utensil 5 X X X medium
cherry fruit grass water 1 X X X medium
cherry fruit sail ship 1 X X X medium
cherry fruit leaf tree 1 X X X medium
oxygen gas cobra venom 1 X X X easy
oxygen gas doctor hospital 1 X X X easy
oxygen gas aluminum metal 5 X X X easy
oxygen gas gymnasium track 1 X X X easy
oxygen gas airplane cloud 1 X X X easy
shallow depth salty ocean 1 X X X medium
shallow depth cloudy height 1 X X X medium
shallow depth lurid shock 1 X X X medium
shallow depth pious faith 1 X X X medium
shallow depth apathetic caring 5 X X X medium
amorphous shape morbid death 1 X X X hard
amorphous shape intrepid fear 5 X X X hard
amorphous shape fundamental basics 1 X X X hard
amorphous shape prominent sight 1 X X X hard
amorphous shape hopeless pessimism 1 X X X hard
scissors cut window close 1 X X X advanced
scissors cut spice season 5 X X X advanced
scissors cut cloth weave 1 X X X advanced
scissors cut mask frighten 1 X X X advanced
scissors cut country vote 1 X X X advanced
glue fasten laundry fold 1 X X X hard
glue fasten bleach color 1 X X X hard
glue fasten computer repair 1 X X X hard
glue fasten steel forge 1 X X X hard
glue fasten elevator lift 5 X X X hard
ornament embellish radio repair 1 X X X medium
ornament embellish antidote poison 1 X X X medium
ornament embellish detergent clean 5 X X X medium
ornament embellish carpenter build 1 X X X medium
ornament embellish rocket launch 1 X X X medium
reprehensible condemn torpid rule 1 X X X hard
reprehensible condemn innocent judge 1 X X X hard
reprehensible condemn depraved admire 1 X X X hard
reprehensible condemn estimable praise 5 X X X hard
reprehensible condemn worthy parody 1 X X X hard
quart volume day night 1 X X X medium
quart volume mile distance 5 X X X medium
quart volume decade century 1 X X X medium
quart volume friction heat 1 X X X medium
quart volume part whole 1 X X X medium
smile happiness boredom apathy 1 X X X medium
smile happiness cook food 1 X X X medium
smile happiness comedy laughter 1 X X X medium
smile happiness frown anger 5 X X X medium
smile happiness resentment mutiny 1 X X X medium
flowers florist rings jeweler 5 X X X easy
flowers florist pharmacy pharmacist 1 X X X easy
flowers florist roses arrangement 1 X X X easy
flowers florist wedding caterer 1 X X X easy
flowers florist stethoscope doctor 1 X X X easy
hoard save economize spend 1 X X X easy
hoard save revere admire 5 X X X easy
hoard save sulk roar 1 X X X easy
hoard save flirt giggle 1 X X X easy
hoard save ignore notice 1 X X X easy
playwright actor architect custodian 1 X X X easy
playwright actor composer musician 5 X X X easy
playwright actor biographer celebrity 1 X X X easy
playwright actor soldier colonel 1 X X X easy
playwright actor lawyer judge 1 X X X easy
building blueprint report outline 5 X X X easy
building blueprint chicken egg 1 X X X easy
building blueprint brick wall 1 X X X easy
building blueprint soup ladle 1 X X X easy
building blueprint conduit cement 1 X X X easy
antiseptic germs sneezing allergies 1 X X X medium
antiseptic germs earthquake destruction 1 X X X medium
antiseptic germs water thirst 5 X X X medium
antiseptic germs illness fever 1 X X X medium
antiseptic germs executive agenda 1 X X X medium
sluggish energy sheer cliff 1 X X X easy
sluggish energy reticent tack 1 X X X easy
sluggish energy inebriated memory 1 X X X easy
sluggish energy trite speech 1 X X X easy
sluggish energy satiated hunger 5 X X X easy
library book scholar knowledge 1 X X X medium
library book stable horse 5 X X X medium
library book factory outlet 1 X X X medium
library book laboratory radiation 1 X X X medium
library book laser energy 1 X X X medium
move scurry scream shout 1 X X X medium
move scurry labor rest 1 X X X medium
move scurry breathe pant 5 X X X medium
move scurry arrest indict 1 X X X medium
move scurry jeer mock 1 X X X medium
iron metal hydrogen water 1 X X X medium
iron metal rock quarry 1 X X X medium
iron metal wheel bicycle 1 X X X medium
iron metal emerald gem 5 X X X medium
iron metal coral ocean 1 X X X medium
emigrate country retreat position 5 X X X medium
emigrate country retire pension 1 X X X medium
emigrate country voyage suitcase 1 X X X medium
emigrate country swindle property 1 X X X medium
emigrate country novel old 1 X X X medium
injurious harm criminal restitution 1 X X X hard
injurious harm insincere dismay 1 X X X hard
injurious harm sacred relic 1 X X X hard
injurious harm soporific sleep 5 X X X hard
injurious harm unethical principles 1 X X X hard
omnipotent power impudent control 1 X X X hard
omnipotent power daring audacity 5 X X X hard
omnipotent power parochial scope 1 X X X hard
omnipotent power objective rage 1 X X X hard
omnipotent power beguiling disgust 1 X X X hard
temper extreme deliver speedy 1 X X X hard
temper extreme provoke angry 1 X X X hard
temper extreme mitigate severe 5 X X X hard
temper extreme slander dishonest 1 X X X hard
temper extreme assuage commodious 1 X X X hard
caricature drawing eagle bird 1 X X X medium
caricature drawing impersonation flattery 1 X X X medium
caricature drawing limerick poem 5 X X X medium
caricature drawing ballad song 1 X X X medium
caricature drawing license hunter 1 X X X medium
incorrigible reformed unnerving irritated 1 X X X advanced
incorrigible reformed innocuous harmed 1 X X X advanced
incorrigible reformed irrelevant verified 1 X X X advanced
incorrigible reformed insolvent dissolved 1 X X X advanced
incorrigible reformed indelible erased 5 X X X advanced
propagandize principles plagiarize writing 1 X X X hard
propagandize principles indemnify damages 1 X X X hard
propagandize principles indoctrinate institutions 1 X X X hard
propagandize principles pacify aggression 1 X X X hard
propagandize principles proselytize religion 5 X X X hard
loathsome contempt strident loneliness 1 X X X hard
loathsome contempt unwitting awareness 1 X X X hard
loathsome contempt impudent regret 1 X X X hard
loathsome contempt omniscient understanding 1 X X X hard
loathsome contempt meritorious esteem 5 X X X hard
neophyte experienced invalid healthy 5 X X X hard
neophyte experienced pugilist stubborn 1 X X X hard
neophyte experienced defendant guilty 1 X X X hard
neophyte experienced scholar erudite 1 X X X hard
neophyte experienced sentinel guarded 1 X X X hard
hostile bellicose indifferent averse 1 X X X advanced
hostile bellicose stubborn obdurate 5 X X X advanced
hostile bellicose morose slothful 1 X X X advanced
hostile bellicose unequivocal skeptical 1 X X X advanced
hostile bellicose angry passive 1 X X X advanced
abrasive skin flammable fire 1 X X X hard
abrasive skin resilient shock 1 X X X hard
abrasive skin soluble water 1 X X X hard
abrasive skin corrosive iron 5 X X X hard
abrasive skin responsive stimulus 1 X X X hard
bus passengers train caboose 1 X X X medium
bus passengers car tires 1 X X X medium
bus passengers freighter cargo 5 X X X medium
bus passengers plane pilot 1 X X X medium
bus passengers yacht owner 1 X X X medium
glaze pottery scuff furniture 1 X X X hard
glaze pottery donate tree 1 X X X hard
glaze pottery ice cake 5 X X X hard
glaze pottery injure gun 1 X X X hard
glaze pottery chortle laugh 1 X X X hard
burnish metal cut scissors 1 X X X hard
burnish metal deliver box 1 X X X hard
burnish metal polish wax 1 X X X hard
burnish metal sand wood 5 X X X hard
burnish metal tarnish silver 1 X X X hard
promontory view haven refuge 5 X X X hard
promontory view waterfall revelation 1 X X X hard
promontory view prison interrogation 1 X X X hard
promontory view church diversity 1 X X X hard
promontory view memorial architecture 1 X X X hard
amalgam metals fracture bones 1 X X X hard
amalgam metals divorce marriages 1 X X X hard
amalgam metals coalition factions 5 X X X hard
amalgam metals car payments 1 X X X hard
amalgam metals convention speeches 1 X X X hard
verification confirm synopsis avoid 1 X X X advanced
verification confirm application file 1 X X X advanced
verification confirm obscenity censor 5 X X X advanced
